,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genre,Top100
80,0.6459999999999999,0.77,-6.596,0.226,0.00249,0.0,0.0715,0.6809999999999999,99.165,6,0
81,0.672,0.8320000000000001,-2.388,0.342,0.342,0.00042800000000000016,0.242,0.5489999999999999,117.298,6,0
82,0.375,0.862,-3.363,0.255,0.071,0.0,0.211,0.478,159.841,7,0
83,0.775,0.7190000000000001,-6.2120000000000015,0.0435,0.132,1.79e-06,0.0662,0.7120000000000001,117.513,6,0
84,0.468,0.64,-5.862,0.0275,0.154,0.0,0.154,0.499,79.297,6,0
85,0.755,0.8370000000000001,-2.718,0.142,0.0991,0.0,0.289,0.7140000000000001,120.028,6,0
86,0.767,0.677,-6.127999999999999,0.184,0.0339,5.51e-06,0.14400000000000002,0.5379999999999999,146.155,6,0
87,0.7509999999999999,0.8340000000000001,-5.444,0.0437,0.3,1.77e-05,0.355,0.894,95.053,6,0
88,0.944,0.511,-10.96,0.161,0.042,0.00107,0.0379,0.8420000000000001,113.046,6,0
89,0.64,0.889,-3.073,0.322,0.107,0.0,0.339,0.436,99.931,6,0
90,0.73,0.602,-3.782,0.206,0.362,3.69e-06,0.16899999999999998,0.927,97.954,6,0
91,0.802,0.904,-3.267,0.0459,0.00108,0.0,0.173,0.961,128.931,6,0
92,0.494,0.939,-3.127,0.126,0.006659999999999999,0.0,0.139,0.893,177.75099999999995,6,0
93,0.423,0.922,-2.602,0.0411,0.017,0.0,0.102,0.5670000000000001,156.063,6,0
94,0.655,0.877,-3.23,0.0344,0.344,0.0,0.349,0.893,105.017,6,0
95,0.813,0.701,-6.507999999999999,0.0701,0.489,0.00116,0.294,0.855,104.019,4,0
96,0.7509999999999999,0.731,-4.419,0.0308,0.0838,0.0,0.0556,0.973,97.007,6,0
97,0.7190000000000001,0.809,-10.201,0.0511,0.0893,0.0,0.183,0.964,100.839,6,0
98,0.723,0.777,-3.503,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,6,0
99,0.4,0.915,-4.89,0.28,0.0846,0.0,0.0503,0.878,88.917,6,0
100,0.789,0.655,-14.825,0.0474,0.16699999999999998,0.0409,0.0311,0.865,122.236,6,0
101,0.753,0.522,-7.254,0.0416,0.831,0.00398,0.407,0.862,144.2,4,0
102,0.5539999999999999,0.963,-5.439,0.106,0.0348,0.029,0.0836,0.662,193.805,9,0
103,0.6809999999999999,0.504,-11.099,0.0284,0.669,0.0,0.142,0.705,89.994,6,0
104,0.804,0.56,-6.912000000000001,0.0397,0.416,0.0,0.0608,0.768,133.68200000000002,6,0
105,0.82,0.937,-4.81,0.0551,0.135,0.000128,0.35,0.906,130.993,6,0
108,0.857,0.8009999999999999,-6.499,0.0618,0.332,1.2e-06,0.0789,0.753,96.009,8,0
109,0.542,0.7140000000000001,-8.045,0.028,0.00487,0.298,0.334,0.76,124.26,9,0
110,0.348,0.7509999999999999,-12.823,0.0494,0.0699,0.0007379999999999999,0.208,0.8859999999999999,156.509,9,0
111,0.4270000000000001,0.586,-5.325,0.0286,0.321,0.0,0.0818,0.509,178.05900000000003,6,0
112,0.777,0.601,-5.931,0.126,0.0406,0.00201,0.0348,0.68,97.911,9,0
113,0.748,0.835,-5.731,0.0351,0.0854,1.97e-06,0.0365,0.8959999999999999,142.942,9,0
114,0.425,0.954,-3.756,0.0476,0.00411,0.0,0.0555,0.933,178.043,6,0
115,0.555,0.331,-17.718,0.27,0.652,1.16e-05,0.235,0.4370000000000001,170.60299999999995,9,0
116,0.279,0.157,-17.564,0.0334,0.231,0.000463,0.564,0.385,177.312,6,0
119,0.396,0.496,-11.728,0.0356,0.833,0.00534,0.0996,0.679,165.64700000000005,4,0
120,0.5429999999999999,0.903,-6.658,0.039,0.0102,0.00585,0.0862,0.962,162.241,6,0
121,0.691,0.805,-6.81,0.0947,0.59,0.0,0.0975,0.866,142.503,7,0
122,0.551,0.607,-9.483,0.0329,0.262,0.0,0.361,0.684,99.041,6,0
124,0.649,0.14400000000000002,-16.809,0.0522,0.8109999999999999,2.42e-06,0.08900000000000001,0.264,119.193,9,0
125,0.512,0.831,-9.004,0.0383,0.552,0.0,0.336,0.963,148.82,6,0
131,0.386,0.607,-7.7,0.0261,0.0112,1.3800000000000007e-05,0.08800000000000001,0.532,147.207,9,0
139,0.623,0.7090000000000001,-9.818,0.0636,0.102,0.0,0.0967,0.948,122.394,9,0
140,0.412,0.59,-12.277,0.0701,0.255,0.0325,0.177,0.653,85.824,9,0
150,0.5489999999999999,0.255,-8.823,0.0287,0.443,2.17e-05,0.454,0.638,127.368,9,0
152,0.5329999999999999,0.638,-7.13,0.0341,0.202,0.0,0.0729,0.937,156.66299999999995,6,0
154,0.5870000000000001,0.467,-9.422,0.06,0.742,0.000399,0.11,0.7,147.05200000000005,4,0
157,0.456,0.514,-9.733,0.053,0.462,0.00037,0.268,0.657,138.377,9,0
158,0.49,0.715,-5.549,0.0476,0.386,0.0,0.311,0.866,130.726,9,0
160,0.551,0.954,-2.844,0.0814,0.498,0.0,0.0884,0.685,136.862,9,0
165,0.528,0.514,-11.909,0.133,0.0252,0.0894,0.0725,0.44,122.872,9,0
166,0.494,0.6659999999999999,-9.743,0.0351,0.229,5.69e-05,0.0469,0.6990000000000001,140.832,9,0
176,0.523,0.402,-8.232999999999999,0.0305,0.778,0.0,0.4320000000000001,0.675,70.863,6,0
181,0.593,0.804,-5.497000000000001,0.0319,0.105,2.22e-06,0.047,0.962,148.959,9,0
184,0.377,0.916,-3.199,0.0481,0.26,0.0,0.07400000000000001,0.912,75.533,9,0
194,0.34700000000000003,0.638,-10.258,0.0409,0.236,0.0,0.0894,0.61,94.506,9,0
198,0.5539999999999999,0.8590000000000001,-8.842,0.066,0.16,0.0,0.117,0.6859999999999999,128.637,9,0
199,0.6409999999999999,0.703,-10.434,0.0518,0.397,0.00546,0.104,0.722,129.118,9,0
203,0.439,0.755,-7.035,0.0382,0.208,0.0,0.122,0.4270000000000001,123.74,9,0
205,0.355,0.7609999999999999,-6.309,0.0978,0.000288,0.0141,0.189,0.685,165.209,9,0
206,0.555,0.6940000000000001,-8.453,0.0426,0.101,0.0,0.123,0.602,127.423,9,0
209,0.345,0.8109999999999999,-11.948,0.0654,0.0606,0.0466,0.35700000000000004,0.625,142.834,9,0
213,0.626,0.134,-14.898,0.0298,0.467,0.0,0.113,0.239,91.893,9,0
214,0.623,0.449,-13.333,0.0253,0.212,0.0,0.0613,0.5720000000000001,84.383,9,0
215,0.711,0.292,-15.523,0.037000000000000005,0.313,0.0,0.131,0.194,103.951,6,0
220,0.6709999999999999,0.256,-10.743,0.0387,0.608,0.0,0.0737,0.6940000000000001,115.871,8,0
222,0.62,0.446,-14.451,0.0347,0.589,0.0299,0.0727,0.868,88.59100000000002,9,0
224,0.609,0.368,-13.338,0.0294,0.762,6.28e-06,0.335,0.618,90.373,2,0
226,0.446,0.239,-13.945,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,9,0
227,0.28,0.344,-12.577,0.0293,0.715,0.00642,0.133,0.232,171.143,9,0
239,0.502,0.4,-13.697,0.0294,0.856,0.000375,0.333,0.435,127.182,9,0
247,0.86,0.439,-12.264,0.0496,0.0204,0.0147,0.0465,0.725,99.144,6,0
249,0.573,0.429,-8.68,0.0294,0.597,8.18e-05,0.0839,0.361,139.097,9,0
251,0.667,0.266,-16.339000000000002,0.0362,0.918,0.284,0.136,0.349,138.178,6,0
253,0.738,0.624,-9.627,0.032,0.00593,0.113,0.119,0.961,123.056,9,0
254,0.8029999999999999,0.488,-9.303,0.0803,0.5760000000000001,0.0609,0.0763,0.624,95.771,4,0
270,0.6509999999999999,0.8009999999999999,-7.34,0.0513,0.123,0.0,0.0825,0.7759999999999999,133.763,9,0
279,0.573,0.913,-4.793,0.132,0.0591,0.00173,0.156,0.422,115.715,9,0
283,0.5770000000000001,0.8079999999999999,-7.04,0.039,0.0338,1.33e-05,0.221,0.8690000000000001,151.00799999999995,9,0
292,0.472,0.366,-12.595,0.0286,0.15,0.308,0.0837,0.171,127.167,9,0
301,0.62,0.5589999999999999,-10.568,0.0369,0.7170000000000001,0.433,0.133,0.527,129.401,9,0
305,0.55,0.726,-8.51,0.0516,0.146,0.00608,0.428,0.37,92.697,9,0
312,0.617,0.0457,-26.401,0.0344,0.937,0.6409999999999999,0.0991,0.0967,99.48,9,0
315,0.6940000000000001,0.5770000000000001,-14.63,0.0308,0.015,0.00836,0.0853,0.845,114.478,6,0
316,0.586,0.7,-9.558,0.0363,0.0589,0.00125,0.0318,0.897,147.245,6,0
324,0.465,0.865,-9.573,0.098,0.018000000000000002,0.00135,0.0769,0.677,117.528,9,0
332,0.662,0.763,-7.475,0.0397,0.132,0.0013,0.067,0.6990000000000001,126.333,9,0
333,0.7020000000000001,0.581,-10.694,0.0553,0.133,0.000124,0.284,0.93,94.267,9,0
340,0.314,0.544,-9.419,0.0288,0.052000000000000005,0.007120000000000001,0.979,0.361,106.597,9,0
341,0.32,0.8220000000000001,-6.586,0.0536,0.239,0.0014199999999999998,0.093,0.349,170.963,9,0
349,0.268,0.98,-5.9579999999999975,0.103,0.0192,0.007090000000000002,0.182,0.395,100.315,9,0
350,0.482,0.617,-12.931,0.0458,0.00543,0.000146,0.284,0.718,125.697,9,0
351,0.361,0.97,-4.817,0.284,0.00169,0.0016300000000000002,0.35700000000000004,0.254,179.017,9,0
352,0.267,0.953,-4.899,0.096,0.0021100000000000003,0.0,0.28300000000000003,0.568,84.98899999999998,9,0
353,0.541,0.96,-2.947,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,9,0
354,0.5770000000000001,0.6759999999999999,-11.931,0.0295,0.000895,2.29e-06,0.0625,0.6759999999999999,95.98,9,0
355,0.3670000000000001,0.445,-13.615,0.0286,0.0478,0.00284,0.163,0.149,67.197,9,0
356,0.512,0.947,-5.659,0.0401,0.000692,0.114,0.0283,0.612,117.461,5,0
357,0.442,0.759,-13.475,0.0354,0.000402,0.0081,0.174,0.279,198.117,9,0
358,0.555,0.973,-3.804,0.035,0.048,0.0,0.0853,0.805,118.642,9,0
359,0.494,0.933,-5.977,0.0808,0.0434,0.00108,0.228,0.507,121.201,9,0
360,0.536,0.8440000000000001,-6.9179999999999975,0.058,0.0628,0.00084,0.0608,0.185,117.652,9,0
361,0.403,0.777,-6.416,0.0354,0.0999,3.28e-06,0.124,0.149,76.329,9,0
362,0.511,0.624,-10.424,0.0403,0.0144,2.37e-05,0.128,0.807,118.193,9,0
363,0.476,0.331,-14.884,0.0305,0.31,2.82e-06,0.172,0.24,130.57399999999998,9,0
364,0.453,0.987,-4.485,0.0889,0.0195,0.28300000000000003,0.268,0.316,123.544,9,0
365,0.5329999999999999,0.637,-5.5710000000000015,0.0323,0.16,1.12e-05,0.369,0.292,140.167,9,0
366,0.6809999999999999,0.773,-6.051,0.058,0.179,1.83e-05,0.311,0.547,120.276,9,0
367,0.723,0.541,-14.021,0.0303,0.028,0.00339,0.133,0.607,131.675,9,0
368,0.252,0.802,-3.976,0.0391,0.13,0.0146,0.309,0.253,150.056,9,0
369,0.384,0.535,-9.939,0.0289,0.238,0.00045,0.0533,0.232,132.445,9,0
370,0.5670000000000001,0.867,-11.541,0.0484,0.00384,0.08800000000000001,0.112,0.535,146.00799999999995,9,0
371,0.6,0.931,-4.647,0.0734,0.0296,7.099999999999999e-05,0.392,0.542,140.123,9,0
372,0.532,0.887,-3.757,0.0335,0.0778,0.000214,0.294,0.795,122.511,9,0
373,0.446,0.952,-5.3210000000000015,0.0523,0.0901,0.0857,0.112,0.624,125.303,9,0
374,0.441,0.908,-4.627,0.115,0.000183,0.00328,0.0612,0.632,145.439,9,0
375,0.5720000000000001,0.835,-6.2189999999999985,0.0317,0.171,0.000376,0.0702,0.7959999999999999,129.994,9,0
376,0.57,0.931,-5.78,0.0503,0.0425,0.0,0.375,0.401,105.37,9,0
377,0.515,0.7659999999999999,-12.768,0.0343,0.0249,0.00103,0.455,0.774,146.911,9,0
378,0.476,0.901,-6.751,0.0975,0.0642,0.158,0.0557,0.109,91.955,5,0
379,0.361,0.97,-4.817,0.284,0.00169,0.0016300000000000002,0.35700000000000004,0.254,179.017,9,0
380,0.616,0.965,-4.464,0.0613,0.0135,0.000174,0.119,0.405,126.535,9,0
381,0.502,0.924,-6.299,0.0503,0.0127,0.0,0.162,0.922,149.186,9,0
382,0.472,0.946,-4.591,0.145,0.0372,0.0,0.35200000000000004,0.486,177.489,9,0
383,0.431,0.698,-11.626,0.0336,0.00185,2.64e-06,0.232,0.774,128.93200000000002,6,0
384,0.466,0.648,-11.101,0.028,0.0023,1.49e-05,0.112,0.305,90.435,9,0
385,0.679,0.866,-6.053,0.0634,0.00376,3.1e-05,0.312,0.785,124.325,9,0
386,0.54,0.982,-2.962,0.0458,0.435,3.37e-05,0.0457,0.91,126.294,9,0
387,0.524,0.8859999999999999,-9.154,0.0385,0.00566,0.00182,0.331,0.511,132.446,9,0
388,0.298,0.612,-9.002,0.0379,0.0194,9.67e-05,0.0906,0.343,156.727,9,0
389,0.28,0.908,-5.509,0.109,0.0327,8.85e-06,0.18,0.26,118.698,9,0
390,0.468,0.971,-5.289,0.13699999999999998,0.0303,7.020000000000001e-05,0.265,0.457,112.882,9,0
391,0.285,0.825,-7.049,0.0466,0.000826,0.0,0.268,0.516,164.611,5,0
392,0.493,0.866,-5.665,0.0976,0.00178,2.23e-05,0.0775,0.489,131.06,9,0
393,0.479,0.8220000000000001,-6.412000000000001,0.0444,0.00434,4.76e-06,0.0843,0.562,130.035,9,0
394,0.486,0.7440000000000001,-8.817,0.0497,0.301,0.0,0.253,0.843,133.031,9,0
395,0.619,0.7509999999999999,-11.568,0.0417,0.0113,7.87e-05,0.123,0.532,126.079,5,0
396,0.562,0.991,-2.654,0.0745,0.0373,1.14e-05,0.425,0.266,118.004,5,0
397,0.611,0.883,-11.225,0.0539,0.0846,1.2e-06,0.192,0.604,117.928,9,0
398,0.8170000000000001,0.599,-9.249,0.0328,0.132,0.000311,0.0873,0.5479999999999999,108.873,9,0
399,0.468,0.743,-10.845999999999998,0.0326,0.008190000000000001,7.879999999999999e-05,0.369,0.648,156.10299999999995,9,0
400,0.345,0.531,-12.708,0.0305,0.00642,7.28e-06,0.14,0.49,176.30200000000005,9,0
401,0.596,0.8959999999999999,-4.635,0.0382,0.00742,0.00057,0.3720000000000001,0.456,115.092,9,0
402,0.509,0.935,-3.633,0.0493,0.00864,1.17e-06,0.255,0.501,148.062,9,0
403,0.489,0.953,-4.615,0.0858,0.02,0.00021,0.113,0.447,94.443,9,0
404,0.475,0.899,-4.3210000000000015,0.0637,0.00375,1.91e-05,0.14,0.603,152.445,9,0
405,0.537,0.9,-11.88,0.0301,0.00575,0.000156,0.2,0.5489999999999999,132.74200000000002,9,0
406,0.445,0.768,-8.836,0.0347,0.0127,2.58e-06,0.0925,0.32,112.796,9,0
407,0.531,0.626,-13.371,0.0452,0.0606,0.0,0.0767,0.746,88.236,9,0
408,0.516,0.733,-11.341,0.0326,0.000373,0.00716,0.258,0.552,98.006,9,0
409,0.273,0.537,-9.612,0.0306,0.0241,0.0,0.0922,0.232,81.814,9,0
410,0.61,0.8240000000000001,-6.046,0.0534,0.0136,1.75e-06,0.0606,0.8190000000000001,134.99200000000002,5,0
411,0.3720000000000001,0.857,-7.816,0.0461,0.0608,9.01e-05,0.187,0.389,146.08,5,0
412,0.303,0.961,-5.332999999999998,0.243,0.00253,6.2e-05,0.132,0.305,146.591,9,0
413,0.542,0.8390000000000001,-4.404,0.0487,4.91e-05,0.0,0.0471,0.611,121.026,9,0
414,0.448,0.35,-16.239,0.0393,0.147,2.27e-06,0.0842,0.234,177.27900000000002,9,0
415,0.317,0.981,-7.102,0.174,0.00242,0.00677,0.0852,0.234,140.079,5,0
417,0.616,0.807,-11.4,0.0348,0.000303,2.37e-05,0.193,0.637,111.054,9,0
418,0.5,0.748,-9.072,0.0363,0.127,0.0,0.447,0.514,118.852,9,0
419,0.532,0.767,-5.509,0.0574,0.00287,0.000513,0.39,0.755,127.361,9,0
420,0.768,0.852,-6.215,0.038,0.213,7.45e-05,0.0723,0.867,128.374,9,0
421,0.526,0.9,-4.76,0.0531,0.00914,0.0,0.277,0.458,125.349,9,0
422,0.633,0.732,-6.785,0.0707,0.18600000000000005,1.3699999999999998e-05,0.13,0.273,126.567,9,0
423,0.282,0.6559999999999999,-6.557,0.0302,0.0105,0.0,0.0892,0.242,139.352,9,0
424,0.611,0.853,-4.9830000000000005,0.034,0.0219,0.0,0.6709999999999999,0.376,135.558,9,0
425,0.733,0.726,-6.5139999999999985,0.0371,0.379,2.58e-06,0.471,0.915,120.814,9,0
426,0.657,0.5670000000000001,-12.871,0.0261,0.146,2e-05,0.0554,0.563,109.007,5,0
427,0.452,0.524,-10.108,0.0351,0.315,0.0,0.103,0.246,151.505,9,0
428,0.82,0.452,-9.796,0.0348,0.5429999999999999,0.00294,0.0714,0.74,117.401,9,0
429,0.512,0.262,-16.875,0.0276,0.313,5.51e-06,0.456,0.35700000000000004,108.381,9,0
430,0.542,0.44,-11.161,0.0257,0.267,2.48e-06,0.147,0.341,78.325,6,0
431,0.344,0.477,-10.265999999999998,0.0338,0.278,0.0128,0.136,0.182,143.78,9,0
432,0.408,0.48,-11.017,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,9,0
433,0.476,0.528,-8.216000000000001,0.0299,0.174,0.0,0.193,0.349,77.253,9,0
434,0.482,0.211,-14.518,0.0318,0.8029999999999999,1.36e-05,0.154,0.158,116.902,9,0
435,0.495,0.609,-9.902,0.0339,0.42,0.0,0.187,0.33,135.671,9,0
436,0.455,0.727,-11.199000000000002,0.0833,3.82e-05,0.306,0.27,0.787,170.049,9,0
437,0.5429999999999999,0.227,-11.247,0.0298,0.767,4.29e-05,0.103,0.292,123.548,2,0
438,0.636,0.181,-19.637,0.0288,0.784,0.0211,0.0706,0.441,137.727,9,0
439,0.598,0.282,-17.227,0.0256,0.282,0.0,0.105,0.305,134.70600000000002,6,0
440,0.5529999999999999,0.614,-5.098,0.0306,0.764,0.0,0.0811,0.345,136.628,4,0
441,0.405,0.21,-13.214,0.0279,0.584,0.0,0.139,0.174,100.577,9,0
442,0.396,0.479,-8.072000000000001,0.0268,0.728,9.51e-06,0.102,0.184,109.973,9,0
443,0.629,0.581,-11.856,0.027000000000000003,0.513,2.06e-06,0.0755,0.359,97.074,9,0
444,0.643,0.8009999999999999,-4.921,0.0228,0.0298,0.0,0.0719,0.534,95.988,9,0
445,0.636,0.405,-11.113,0.0287,0.355,0.0,0.0804,0.257,128.06799999999998,9,0
446,0.599,0.4970000000000001,-7.401,0.0238,0.0767,1.31e-06,0.155,0.341,84.677,9,0
447,0.573,0.902,-7.638,0.054000000000000006,0.018000000000000002,0.00125,0.0928,0.8759999999999999,84.412,6,0
448,0.33,0.469,-9.286,0.0335,0.31,2.3e-06,0.0402,0.433,201.327,9,0
449,0.574,0.629,-8.815,0.0363,0.128,0.0,0.271,0.7859999999999999,153.119,6,0
450,0.677,0.509,-7.472,0.0252,0.114,0.0134,0.0659,0.525,93.042,9,0
451,0.539,0.583,-4.935,0.0275,0.108,0.0,0.111,0.337,86.06299999999996,6,0
452,0.518,0.585,-8.485,0.0279,0.0778,2.43e-06,0.31,0.312,144.998,6,0
453,0.4970000000000001,0.7190000000000001,-9.397,0.0266,0.0613,0.0,0.411,0.547,95.769,6,0
454,0.443,0.282,-14.339,0.0299,0.29600000000000004,0.000231,0.308,0.262,179.71400000000003,4,0
