,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genre,Top100
2583,0.82,0.6920000000000001,-6.164,0.11,0.408,0.0,0.0929,0.7390000000000001,105.131,6,0
2584,0.489,0.35700000000000004,-6.033,0.0263,0.738,0.0,0.105,0.236,81.93700000000003,6,0
2585,0.47,0.221,-9.243,0.0371,0.693,0.0,0.104,0.264,133.714,6,0
2586,0.708,0.322,-12.46,0.0371,0.747,9.24e-05,0.13699999999999998,0.46,98.892,6,0
2587,0.551,0.44,-8.559,0.0985,0.606,3.02e-05,0.11,0.341,167.923,6,0
2588,0.575,0.33,-6.557,0.031,0.416,0.0,0.0872,0.277,95.801,6,0
2589,0.376,0.211,-11.665,0.0364,0.797,0.0,0.196,0.228,94.7,6,0
2590,0.536,0.426,-10.446,0.123,0.64,5.88e-06,0.147,0.375,135.872,6,0
2591,0.809,0.5920000000000001,-7.359,0.237,0.128,2.13e-06,0.0926,0.637,149.97799999999995,6,0
2592,0.7070000000000001,0.674,-5.5779999999999985,0.177,0.0901,0.0,0.115,0.928,95.02,6,0
2593,0.624,0.491,-6.245,0.0503,0.119,0.0,0.0695,0.28600000000000003,78.119,6,0
2594,0.518,0.795,-4.2860000000000005,0.0382,0.122,0.0,0.29100000000000004,0.513,106.979,6,0
2595,0.616,0.438,-5.968,0.0298,0.35600000000000004,0.0,0.24,0.386,135.929,6,0
2596,0.5589999999999999,0.473,-4.147,0.0364,0.177,1.5e-06,0.108,0.341,69.973,6,0
2597,0.62,0.6940000000000001,-3.739,0.0311,0.0178,0.0,0.19,0.319,98.002,6,0
2598,0.458,0.813,-2.697,0.0566,0.1,0.0,0.188,0.314,139.886,6,0
2599,0.35100000000000003,0.29600000000000004,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284,6,0
2600,0.557,0.35200000000000004,-7.956,0.0716,0.268,8.16e-06,0.116,0.337,77.937,6,0
2601,0.636,0.433,-8.346,0.0614,0.536,0.0,0.123,0.234,75.02,6,0
2602,0.6809999999999999,0.34,-8.617,0.0339,0.82,0.0,0.285,0.417,129.98,6,0
2603,0.621,0.742,-6.654,0.0351,0.0136,0.000178,0.258,0.442,155.002,2,0
2604,0.758,0.568,-6.016,0.157,0.099,3.41e-05,0.0775,0.535,89.97,6,0
2605,0.557,0.446,-9.196,0.0464,0.581,3.33e-06,0.0637,0.266,104.03,6,0
2606,0.737,0.451,-9.405,0.229,0.812,0.0,0.108,0.664,153.766,6,0
2607,0.5,0.295,-7.894,0.0307,0.901,0.0,0.104,0.273,135.076,6,0
2608,0.7709999999999999,0.378,-8.175,0.0446,0.203,9.26e-05,0.0956,0.0392,116.012,6,0
2609,0.451,0.528,-6.984,0.0364,0.366,0.0,0.0811,0.527,139.28,6,0
2610,0.732,0.6459999999999999,-6.233,0.0493,0.81,4.8e-06,0.109,0.532,88.04899999999998,6,0
2611,0.623,0.7809999999999999,-6.806,0.102,0.264,0.0,0.258,0.8290000000000001,87.68299999999998,9,0
2612,0.493,0.445,-7.113,0.0364,0.57,0.0,0.11,0.392,81.581,6,0
2613,0.7859999999999999,0.467,-7.694,0.0446,0.29100000000000004,0.0,0.0636,0.46,138.041,6,0
2614,0.684,0.259,-11.004,0.0493,0.743,0.0,0.13699999999999998,0.0517,138.00799999999998,6,0
2615,0.442,0.525,-5.841,0.0357,0.32299999999999995,0.0,0.121,0.252,104.38,6,0
2616,0.479,0.154,-15.050999999999998,0.0369,0.755,0.0261,0.11,0.232,92.457,6,0
2617,0.799,0.373,-8.999,0.0558,0.259,0.0,0.166,0.534,98.035,6,0
2618,0.6409999999999999,0.75,-4.935,0.0313,0.267,0.000294,0.396,0.634,147.95600000000005,6,0
2619,0.317,0.86,-3.798,0.132,0.0075299999999999985,0.0,0.0554,0.35200000000000004,72.101,6,0
2620,0.45,0.335,-7.463999999999999,0.0298,0.785,1.25e-06,0.0979,0.25,109.908,6,0
2621,0.5589999999999999,0.422,-11.89,0.195,0.701,1.99e-06,0.0853,0.191,74.002,6,0
2622,0.506,0.614,-7.8439999999999985,0.108,0.251,2.77e-06,0.105,0.28800000000000003,68.45100000000001,6,0
2623,0.6459999999999999,0.6579999999999999,-4.678,0.052000000000000005,0.0617,0.0,0.0692,0.44,92.001,6,0
2624,0.547,0.289,-8.131,0.0348,0.645,0.0,0.14800000000000002,0.213,104.851,6,0
2625,0.391,0.649,-6.935,0.0395,0.35,0.0001,0.238,0.201,173.24900000000005,6,0
2626,0.7509999999999999,0.394,-6.56,0.0519,0.39,0.0,0.121,0.12,135.89600000000002,6,0
2627,0.742,0.693,-5.494,0.0408,0.0616,2.16e-06,0.115,0.5489999999999999,95.995,6,0
2628,0.8490000000000001,0.493,-4.1,0.0417,0.456,0.000463,0.133,0.447,97.012,6,0
2629,0.4370000000000001,0.7190000000000001,-4.569,0.0376,0.0069700000000000005,3.86e-05,0.0765,0.284,169.976,6,0
2630,0.623,0.645,-5.407,0.0334,0.158,0.0,0.111,0.316,137.071,6,0
2631,0.675,0.93,-3.131,0.069,0.215,0.0,0.0638,0.595,129.965,6,0
2632,0.667,0.478,-5.345,0.0316,0.2,0.0,0.0927,0.337,113.502,6,0
2633,0.8,0.7090000000000001,-5.834,0.0381,0.238,0.0,0.119,0.388,127.438,6,0
2634,0.518,0.545,-7.893,0.0385,0.274,2.31e-05,0.183,0.162,75.06,6,0
2635,0.7040000000000001,0.528,-5.8210000000000015,0.0428,0.377,0.0,0.093,0.863,139.958,6,0
2636,0.584,0.261,-12.317,0.0487,0.72,1.1e-06,0.126,0.504,180.148,6,0
2637,0.319,0.841,-4.232,0.147,0.0518,0.0,0.106,0.483,173.868,6,0
2638,0.516,0.434,-7.895,0.0555,0.8320000000000001,0.00228,0.332,0.4320000000000001,92.81,6,0
2639,0.564,0.412,-8.289,0.0421,0.527,0.0,0.119,0.363,153.849,6,0
2640,0.594,0.153,-17.814,0.0419,0.952,0.94,0.11,0.295,163.97299999999996,6,0
2641,0.636,0.285,-14.776,0.0298,0.25,0.613,0.118,0.25,157.938,6,0
2642,0.584,0.949,-4.078,0.0998,0.149,4.7e-05,0.0761,0.962,137.29399999999998,9,0
2643,0.62,0.61,-8.329,0.0373,0.008490000000000001,0.162,0.205,0.235,127.052,9,0
2644,0.289,0.841,-4.33,0.146,0.0058200000000000005,0.00771,0.267,0.399,183.17,9,0
2645,0.583,0.962,-3.037,0.0543,0.0096,0.128,0.28300000000000003,0.506,123.977,9,0
2646,0.5660000000000001,0.883,-7.117000000000001,0.0374,0.0115,0.00103,0.317,0.483,156.937,9,0
2647,0.488,0.795,-4.157,0.0336,0.0387,0.0,0.0452,0.8029999999999999,107.846,9,0
2648,0.586,0.777,-6.185,0.0303,4.78e-05,0.00147,0.0729,0.424,143.339,6,0
2649,0.46,0.747,-7.544,0.0289,0.27,0.875,0.126,0.535,161.495,9,0
2650,0.634,0.662,-7.542999999999997,0.0325,0.000479,0.0014199999999999998,0.111,0.244,90.01100000000002,9,0
2651,0.83,0.838,-6.77,0.0776,0.0805,0.517,0.073,0.8290000000000001,104.418,9,0
2652,0.326,0.932,-4.909,0.0506,0.0733,0.725,0.293,0.397,143.92700000000005,6,0
2653,0.465,0.919,-4.025,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,9,0
2654,0.77,0.8009999999999999,-4.182,0.0336,0.00375,0.00281,0.0515,0.725,130.76,6,0
2655,0.189,0.893,-3.107,0.0445,3.64e-05,0.539,0.183,0.599,198.468,9,0
2656,0.58,0.929,-4.849,0.0388,0.0629,0.000223,0.23,0.884,94.995,9,0
2657,0.382,0.7070000000000001,-6.025,0.0426,0.0019,0.0348,0.0981,0.158,134.015,9,0
2658,0.7390000000000001,0.89,-5.225,0.0328,0.00945,0.789,0.0658,0.966,129.983,9,0
2659,0.623,0.947,-3.934,0.103,0.00386,0.00575,0.5820000000000001,0.684,146.31799999999996,9,0
2660,0.547,0.665,-5.442,0.0556,0.006640000000000001,0.0,0.109,0.79,119.884,9,0
2661,0.438,0.99,-3.89,0.108,0.0651,0.0222,0.359,0.452,131.306,9,0
2662,0.474,0.816,-6.819,0.0362,0.0518,0.765,0.113,0.322,115.019,9,0
2663,0.611,0.345,-6.629,0.0326,0.907,0.0,0.117,0.251,99.805,2,0
2664,0.581,0.439,-5.817,0.0273,0.37,0.0,0.092,0.324,140.161,2,0
2665,0.519,0.515,-9.448,0.031,0.61,5.660000000000003e-05,0.107,0.7140000000000001,80.329,9,0
2666,0.514,0.439,-9.805,0.0276,0.7759999999999999,0.0034200000000000003,0.0902,0.252,140.128,6,0
2667,0.522,0.47,-9.52,0.0242,0.007909999999999999,1.54e-06,0.103,0.344,95.957,6,0
2668,0.5920000000000001,0.584,-7.4220000000000015,0.0305,0.245,0.0,0.0862,0.371,160.048,2,0
2669,0.473,0.318,-9.183,0.0455,0.807,0.0,0.11,0.165,83.587,9,0
2670,0.713,0.527,-7.512,0.0329,0.238,7.49e-06,0.111,0.445,123.006,2,0
2671,0.482,0.443,-8.996,0.0412,0.153,0.000105,0.14,0.3670000000000001,145.64,9,0
2672,0.611,0.198,-16.525,0.0285,0.87,0.000432,0.109,0.412,77.301,2,0
2673,0.443,0.408,-7.563,0.0291,0.0672,0.0,0.149,0.368,125.846,6,0
2674,0.544,0.3,-7.395,0.0273,0.439,0.0,0.113,0.168,72.982,2,0
2675,0.502,0.0596,-16.977,0.0361,0.928,2.660000000000001e-05,0.125,0.317,133.168,9,0
2676,0.608,0.496,-8.929,0.0309,0.5579999999999999,1.15e-05,0.152,0.506,77.03699999999998,6,0
2677,0.476,0.182,-16.375,0.038,0.884,0.00086,0.112,0.146,88.59200000000001,9,0
2678,0.505,0.642,-3.694,0.0305,0.14800000000000002,3.15e-05,0.0991,0.16699999999999998,62.003,6,0
2679,0.725,0.4370000000000001,-9.602,0.0575,0.593,0.0,0.0842,0.759,83.985,2,0
2680,0.654,0.24,-15.692,0.0288,0.677,0.006490000000000001,0.0784,0.246,83.01299999999998,6,0
2681,0.586,0.423,-7.459,0.0261,0.252,5.83e-06,0.0976,0.318,138.13299999999998,6,0
2682,0.598,0.391,-11.544,0.0323,0.835,1.4800000000000002e-05,0.101,0.644,156.014,2,0
2683,0.369,0.365,-9.869,0.0451,0.708,0.0343,0.108,0.222,181.019,2,0
2684,0.5920000000000001,0.163,-11.295,0.0277,0.902,3.7000000000000006e-06,0.141,0.227,67.32,2,0
2685,0.36,0.333,-8.491,0.0285,0.335,1.09e-06,0.114,0.17,74.53,2,0
2686,0.629,0.208,-16.225,0.0324,0.8240000000000001,3.7000000000000006e-06,0.107,0.685,96.609,9,0
2687,0.555,0.43,-9.105,0.0295,0.462,0.000191,0.0869,0.274,147.613,2,0
2688,0.7879999999999999,0.488,-7.319,0.0286,0.46,4.52e-06,0.0751,0.48,101.974,2,0
2689,0.5920000000000001,0.0562,-14.344,0.0599,0.919,6.22e-06,0.111,0.266,127.005,2,0
2690,0.387,0.174,-14.765,0.0323,0.614,0.0,0.12,0.213,161.304,2,0
2691,0.58,0.653,-6.051,0.0275,0.131,4.650000000000001e-05,0.116,0.232,94.021,2,0
2692,0.659,0.518,-7.56,0.0399,0.129,1.88e-05,0.107,0.35600000000000004,127.892,2,0
2693,0.564,0.452,-8.588,0.0603,0.6729999999999999,0.00105,0.0923,0.173,147.912,2,0
2694,0.473,0.25,-11.263,0.0304,0.7959999999999999,8.83e-05,0.101,0.261,145.02700000000004,6,0
2696,0.6459999999999999,0.513,-15.219,0.0802,0.78,0.00176,0.132,0.954,116.497,2,0
2697,0.565,0.236,-11.829,0.0313,0.937,0.0,0.127,0.68,68.014,2,0
2698,0.7090000000000001,0.341,-9.739,0.0389,0.909,0.181,0.181,0.895,104.498,2,0
2700,0.8270000000000001,0.271,-11.885,0.204,0.866,0.0,0.101,0.83,102.831,2,0
2701,0.71,0.757,-8.149,0.0448,0.508,7.5e-05,0.417,0.962,119.675,2,0
2702,0.544,0.379,-12.094,0.0372,0.885,0.0,0.194,0.843,143.751,2,0
2703,0.826,0.155,-13.437,0.0409,0.955,0.0,0.108,0.8270000000000001,89.905,2,0
2706,0.556,0.243,-15.507,0.0312,0.8370000000000001,0.000122,0.0795,0.439,89.93299999999998,2,0
2707,0.664,0.5379999999999999,-12.73,0.0687,0.758,0.0185,0.0674,0.6679999999999999,112.304,2,0
2708,0.878,0.227,-13.36,0.0572,0.858,2.29e-05,0.0731,0.898,114.483,2,0
2710,0.6970000000000001,0.182,-15.723,0.0603,0.281,0.00693,0.13,0.308,127.882,2,0
2711,0.755,0.523,-12.045,0.165,0.773,0.00113,0.191,0.883,126.734,2,0
2712,0.535,0.41,-10.719,0.031,0.857,0.0,0.0624,0.8009999999999999,165.226,2,0
2713,0.853,0.532,-8.312000000000001,0.0418,0.878,0.491,0.134,0.973,111.727,2,0
2714,0.7070000000000001,0.163,-12.704,0.0369,0.957,4.59e-06,0.0988,0.519,142.451,2,0
2716,0.8240000000000001,0.317,-14.564,0.105,0.979,6.91e-05,0.284,0.851,114.38,2,0
2718,0.715,0.275,-11.992,0.0477,0.938,2.04e-05,0.396,0.8079999999999999,158.373,2,0
2719,0.903,0.275,-13.124,0.0675,0.882,0.000103,0.448,0.964,112.322,2,0
2721,0.741,0.374,-11.203,0.0413,0.942,0.00014,0.0862,0.923,83.48100000000002,2,0
2722,0.677,0.405,-11.368,0.0302,0.706,0.0,0.297,0.706,112.262,2,0
2723,0.644,0.35700000000000004,-15.158,0.0266,0.7609999999999999,0.365,0.128,0.902,92.005,2,0
2724,0.737,0.7170000000000001,-10.418,0.107,0.804,0.0114,0.159,0.845,125.952,2,0
2730,0.569,0.701,-7.404,0.0307,0.769,0.000104,0.211,0.933,97.436,2,0
2731,0.7290000000000001,0.486,-10.84,0.0299,0.794,0.0,0.192,0.978,100.161,9,0
2733,0.583,0.8,-9.689,0.0909,0.706,0.0,0.122,0.958,74.056,2,0
2735,0.624,0.191,-11.072,0.0301,0.7190000000000001,0.0,0.358,0.726,137.276,2,0
2740,0.807,0.319,-17.234,0.0443,0.71,0.0,0.126,0.6890000000000001,94.789,2,0
2743,0.528,0.121,-21.213,0.0345,0.91,0.00451,0.125,0.38,87.834,6,0
2747,0.5479999999999999,0.349,-10.805,0.0295,0.812,0.0,0.13,0.7020000000000001,94.379,2,0
2748,0.6779999999999999,0.407,-11.037,0.055,0.583,0.0,0.121,0.6409999999999999,97.957,2,0
2750,0.493,0.428,-13.132,0.0352,0.47,0.0,0.204,0.871,165.778,2,0
2751,0.6709999999999999,0.17800000000000002,-12.528,0.0482,0.847,0.0,0.261,0.589,128.91899999999998,2,0
2754,0.6759999999999999,0.268,-11.066,0.0322,0.961,0.000248,0.0983,0.438,127.363,2,0
2755,0.5429999999999999,0.261,-10.834,0.0257,0.748,0.0,0.238,0.43,102.615,2,0
2756,0.388,0.157,-15.955,0.0291,0.848,2.410000000000001e-05,0.309,0.227,95.965,6,0
2758,0.552,0.463,-11.568,0.106,0.608,0.0,0.32299999999999995,0.909,198.372,2,0
2759,0.5579999999999999,0.436,-5.7920000000000025,0.0296,0.57,5.31e-06,0.0913,0.857,152.89,2,0
2760,0.7509999999999999,0.411,-10.854,0.0308,0.6829999999999999,0.0,0.0934,0.967,93.939,2,0
2765,0.723,0.621,-7.434,0.108,0.736,0.0,0.297,0.932,88.73299999999998,9,0
2768,0.632,0.5589999999999999,-10.49,0.0674,0.8540000000000001,0.000103,0.127,0.884,182.942,2,0
2770,0.629,0.204,-12.619000000000002,0.075,0.8640000000000001,0.0,0.0863,0.489,89.199,2,0
2771,0.625,0.416,-10.282,0.0316,0.752,0.0,0.0853,0.833,149.44,2,0
2772,0.7829999999999999,0.615,-10.7,0.0754,0.779,0.000324,0.153,0.9,104.663,2,0
2773,0.528,0.168,-12.053,0.0305,0.952,0.000151,0.289,0.39,82.83,2,0
2775,0.6990000000000001,0.439,-11.956,0.183,0.777,0.0,0.71,0.913,101.495,2,0
2777,0.557,0.438,-6.034,0.0268,0.338,8.17e-06,0.136,0.45,87.895,2,0
2778,0.68,0.404,-12.732,0.0307,0.333,0.0,0.114,0.917,82.02,2,0
2779,0.547,0.254,-16.548,0.0461,0.133,8.240000000000001e-05,0.263,0.903,139.65,2,0
2784,0.731,0.465,-8.133,0.03,0.386,0.0,0.0854,0.519,120.877,2,0
2785,0.328,0.365,-13.772,0.0582,0.555,0.0,0.146,0.344,178.10299999999995,2,0
2786,0.643,0.504,-11.231,0.0395,0.34600000000000003,0.0,0.247,0.705,91.688,2,0
2787,0.552,0.474,-6.847,0.0275,0.336,0.0,0.173,0.7,92.156,2,0
2789,0.623,0.51,-13.092,0.0374,0.608,0.00267,0.0699,0.54,145.60399999999996,2,0
2791,0.703,0.5489999999999999,-10.952,0.0493,0.708,5.57e-06,0.361,0.919,90.382,2,0
2792,0.59,0.586,-9.158,0.0344,0.422,4.46e-05,0.337,0.7290000000000001,91.17,9,0
2797,0.524,0.4970000000000001,-10.824000000000002,0.0372,0.687,5.66e-06,0.175,0.913,118.263,2,0
2798,0.52,0.525,-7.449,0.0412,0.597,0.0,0.0847,0.743,147.601,2,0
2799,0.474,0.249,-14.124,0.0346,0.845,0.004370000000000001,0.129,0.21600000000000005,110.078,6,0
2802,0.232,0.21600000000000005,-10.674,0.0314,0.936,4.93e-06,0.246,0.4320000000000001,94.268,6,0
2803,0.564,0.378,-14.468,0.168,0.705,0.0007160000000000001,0.0723,0.687,197.325,2,0
2805,0.62,0.406,-10.421,0.0281,0.722,6.73e-06,0.114,0.695,101.489,2,0
2807,0.524,0.3,-14.508,0.0354,0.902,0.0192,0.156,0.544,98.107,2,0
2809,0.608,0.684,-9.806,0.0419,0.664,2.94e-06,0.0897,0.873,89.074,2,0
2810,0.701,0.4970000000000001,-10.05,0.0316,0.595,3.12e-05,0.118,0.963,96.513,2,0
2812,0.433,0.318,-9.149,0.0271,0.7240000000000001,2.5e-05,0.34700000000000003,0.4320000000000001,109.32,6,0
2813,0.545,0.194,-10.909,0.0279,0.7240000000000001,0.000191,0.193,0.515,96.515,2,0
2815,0.449,0.537,-13.138,0.0392,0.551,0.000148,0.412,0.961,119.689,2,0
2816,0.527,0.439,-11.593,0.0323,0.618,0.0,0.345,0.659,110.195,2,0
2819,0.6809999999999999,0.638,-7.818,0.0367,0.6990000000000001,0.000629,0.0581,0.677,96.882,2,0
2820,0.67,0.413,-14.734000000000002,0.18,0.489,0.00251,0.119,0.593,165.82299999999995,2,0
2823,0.341,0.252,-14.869000000000002,0.0288,0.725,0.0594,0.287,0.399,81.058,6,0
2825,0.4270000000000001,0.209,-13.851,0.0308,0.863,0.0,0.103,0.333,102.668,2,0
2826,0.784,0.451,-11.225,0.0723,0.792,4.09e-05,0.115,0.78,100.303,2,0
2827,0.58,0.452,-11.158,0.0364,0.795,1.13e-05,0.18600000000000005,0.949,132.607,6,0
2832,0.425,0.29100000000000004,-10.554,0.0315,0.8140000000000001,0.0,0.14300000000000002,0.393,114.574,9,0
2833,0.575,0.435,-11.800999999999998,0.0326,0.7509999999999999,0.0,0.0795,0.7390000000000001,135.955,2,0
2834,0.611,0.412,-12.513,0.0282,0.563,0.0,0.24,0.713,105.811,2,0
2835,0.534,0.115,-22.465,0.0467,0.8759999999999999,0.00912,0.118,0.364,101.586,2,0
2836,0.455,0.441,-11.119000000000002,0.08,0.534,0.0,0.124,0.633,189.169,2,0
2837,0.5379999999999999,0.4920000000000001,-14.736,0.0323,0.392,0.00182,0.051,0.899,166.049,2,0
2838,0.624,0.716,-10.697,0.0374,0.736,0.0,0.315,0.961,83.167,2,0
2839,0.425,0.342,-10.81,0.0282,0.838,0.0,0.147,0.365,139.205,6,0
2842,0.647,0.282,-15.042,0.0319,0.843,0.00134,0.182,0.753,132.16899999999998,2,0
2843,0.396,0.379,-14.236,0.043,0.382,0.0,0.105,0.368,114.447,2,0
2848,0.617,0.638,-8.001,0.0297,0.725,0.0,0.071,0.902,152.816,2,0
2849,0.528,0.146,-13.271,0.0288,0.843,0.000356,0.101,0.336,133.894,2,0
2850,0.92,0.399,-17.627,0.0608,0.129,8.66e-06,0.0721,0.966,110.824,2,0
2851,0.628,0.321,-9.718,0.0292,0.972,1.01e-05,0.253,0.6659999999999999,90.259,2,0
2852,0.63,0.6890000000000001,-5.9270000000000005,0.0253,0.00351,4.7e-05,0.103,0.422,104.683,6,0
2853,0.536,0.404,-11.265,0.0351,0.532,0.0,0.101,0.29,112.682,2,0
2854,0.7879999999999999,0.8320000000000001,-10.783,0.0981,0.354,0.0,0.1,0.91,101.045,2,0
2855,0.633,0.433,-16.442,0.0264,0.228,0.0775,0.0751,0.816,97.527,2,0
2856,0.359,0.504,-10.555,0.0349,0.272,1.52e-05,0.332,0.73,114.172,6,0
2857,0.721,0.302,-16.424,0.0592,0.517,0.0,0.168,0.433,88.461,2,0
2859,0.455,0.479,-10.417,0.0272,0.499,0.0,0.121,0.826,188.482,7,0
2860,0.448,0.597,-12.201,0.0381,0.0884,0.285,0.149,0.514,98.494,2,0
2861,0.625,0.69,-10.424,0.0322,0.284,0.0167,0.727,0.915,132.446,2,0
2868,0.6609999999999999,0.4,-6.499,0.0245,0.6779999999999999,0.0,0.0697,0.397,101.025,2,0
2877,0.453,0.51,-8.94,0.0357,0.458,0.0,0.106,0.747,83.045,6,0
2883,0.255,0.43,-12.564,0.0322,0.546,1.87e-05,0.188,0.546,164.267,9,0
2884,0.591,0.551,-13.72,0.0286,0.187,0.0006519999999999999,0.0749,0.877,100.326,2,0
2886,0.465,0.519,-11.819,0.0239,0.394,0.00156,0.204,0.8809999999999999,86.6,6,0
2887,0.66,0.523,-12.068,0.0608,0.0238,0.0,0.142,0.794,126.342,2,0
2888,0.541,0.249,-13.125,0.0339,0.813,5.59e-05,0.159,0.4370000000000001,96.802,6,0
2889,0.737,0.483,-8.389,0.0281,0.8109999999999999,2.17e-06,0.196,0.802,113.365,2,0
2890,0.531,0.198,-17.377,0.0286,0.782,0.0383,0.175,0.5820000000000001,91.929,2,0
2892,0.464,0.359,-12.938,0.029,0.563,0.0,0.0814,0.603,88.221,2,0
2894,0.565,0.336,-16.387,0.0319,0.307,0.0,0.0949,0.7959999999999999,82.294,2,0
2895,0.669,0.35700000000000004,-12.175999999999998,0.0338,0.726,0.0,0.113,0.77,86.147,2,0
2896,0.5539999999999999,0.665,-8.413,0.0329,0.29600000000000004,0.000195,0.583,0.35,88.84700000000002,6,0
2897,0.499,0.636,-13.724,0.0543,0.16,0.000231,0.0765,0.948,189.374,2,0
2899,0.509,0.718,-8.637,0.033,0.341,0.0176,0.0948,0.764,99.795,2,0
2900,0.754,0.4970000000000001,-11.14,0.039,0.368,0.0,0.193,0.789,95.502,2,0
2901,0.597,0.34600000000000003,-12.679,0.0399,0.861,0.00309,0.13,0.499,118.704,2,0
2903,0.659,0.281,-13.564,0.0268,0.189,0.0,0.112,0.518,108.287,2,0
2905,0.705,0.397,-11.775,0.0343,0.679,0.0,0.106,0.684,133.355,2,0
2909,0.535,0.912,-8.18,0.0573,0.629,0.00263,0.21600000000000005,0.906,181.036,2,0
2910,0.568,0.253,-13.607,0.0261,0.765,0.0,0.0696,0.366,99.082,6,0
2911,0.667,0.414,-9.485,0.0334,0.8290000000000001,0.0,0.0987,0.767,118.761,2,0
2912,0.41,0.568,-11.673,0.0346,0.387,0.102,0.389,0.644,103.026,2,0
2913,0.65,0.422,-14.579,0.0271,0.414,0.0,0.223,0.6990000000000001,92.907,2,0
2914,0.5589999999999999,0.35,-12.01,0.0245,0.605,0.000443,0.102,0.413,78.035,2,0
2916,0.6970000000000001,0.588,-9.416,0.0759,0.305,0.0,0.117,0.816,115.339,6,0
2917,0.623,0.397,-14.483,0.0292,0.319,0.0,0.26,0.644,88.822,2,0
2918,0.825,0.285,-17.491,0.0326,0.188,0.00131,0.0539,0.86,126.946,2,0
2919,0.611,0.616,-10.749,0.063,0.17,0.000189,0.611,0.853,168.87599999999995,9,0
2920,0.366,0.479,-9.774,0.0438,0.276,0.0114,0.136,0.397,80.842,2,0
2921,0.745,0.411,-16.298,0.0404,0.00143,0.00032900000000000003,0.0757,0.853,120.833,2,0
2922,0.63,0.478,-10.589,0.0275,0.318,6.49e-05,0.0942,0.279,92.491,2,0
2923,0.696,0.527,-14.275,0.0329,0.108,0.000897,0.0377,0.974,128.96200000000002,2,0
2925,0.551,0.214,-16.631,0.0282,0.47,0.0,0.141,0.294,75.268,2,0
2926,0.614,0.381,-14.628,0.0441,0.244,4.120000000000001e-05,0.0917,0.504,145.056,2,0
2927,0.7140000000000001,0.522,-9.773,0.0283,0.455,1.02e-05,0.0967,0.69,121.312,2,0
2928,0.691,0.4970000000000001,-13.248,0.0473,0.038,5.94e-06,0.0859,0.701,103.893,2,0
2929,0.82,0.529,-10.08,0.0385,0.366,0.0,0.09,0.853,112.114,2,0
2930,0.659,0.34,-14.976,0.035,0.841,0.000598,0.222,0.6940000000000001,81.64,2,0
2931,0.652,0.722,-10.678,0.0326,0.0649,0.0,0.166,0.727,110.751,6,0
2932,0.66,0.688,-12.563,0.0304,0.21600000000000005,0.0016,0.0685,0.718,87.126,2,0
2933,0.654,0.259,-16.727999999999998,0.0304,0.726,0.0,0.0541,0.466,112.1,2,0
2934,0.67,0.265,-12.741,0.0289,0.7170000000000001,1.06e-06,0.102,0.255,117.799,2,0
2935,0.664,0.601,-13.379,0.0616,0.13699999999999998,3.09e-05,0.0567,0.934,168.979,2,0
2936,0.481,0.0758,-23.435,0.0433,0.649,0.0,0.0859,0.14,71.892,2,0
2937,0.6609999999999999,0.496,-15.53,0.0357,0.229,0.0,0.0753,0.948,165.549,2,0
2938,0.565,0.456,-8.124,0.031,0.426,8.08e-06,0.0612,0.588,201.644,2,0
2939,0.557,0.187,-15.762,0.0285,0.723,0.000102,0.112,0.147,97.436,9,0
2940,0.434,0.336,-12.828,0.0382,0.652,0.0,0.123,0.475,62.205,2,0
2941,0.764,0.333,-15.921,0.0308,0.217,1.02e-05,0.11,0.738,130.541,2,0
2943,0.594,0.321,-11.886,0.0234,0.565,0.0,0.0913,0.31,91.203,2,0
2944,0.74,0.703,-11.87,0.0576,0.0399,5.69e-06,0.0378,0.816,106.878,2,0
2945,0.38,0.228,-14.373,0.0261,0.602,0.0,0.154,0.181,77.17699999999998,2,0
2946,0.62,0.537,-10.552,0.0308,0.4920000000000001,7.609999999999999e-05,0.115,0.518,113.842,2,0
2947,0.595,0.47,-12.938,0.03,0.227,0.0,0.334,0.935,157.207,2,0
2948,0.525,0.452,-12.955,0.0367,0.539,1.6899999999999994e-05,0.201,0.349,117.939,2,0
2949,0.698,0.381,-11.281,0.0291,0.233,8.51e-06,0.106,0.365,86.302,2,0
2950,0.604,0.653,-12.703,0.0355,0.194,0.125,0.0442,0.935,171.968,2,0
2951,0.48,0.633,-9.09,0.135,0.606,0.0,0.32299999999999995,0.887,186.113,2,0
2952,0.747,0.568,-8.651,0.0319,0.475,0.000165,0.127,0.684,121.615,9,0
2953,0.615,0.759,-7.722,0.045,0.693,0.0,0.0848,0.96,175.24900000000005,2,0
2954,0.574,0.159,-16.81,0.0276,0.8859999999999999,0.0,0.21600000000000005,0.253,83.95299999999997,2,0
2955,0.5489999999999999,0.287,-13.135,0.0362,0.373,0.0,0.115,0.382,132.439,2,0
2956,0.794,0.273,-17.335,0.0315,0.434,7.76e-06,0.218,0.741,110.912,9,0
2957,0.452,0.158,-14.317,0.0358,0.8740000000000001,0.0005269999999999999,0.0846,0.134,129.822,2,0
2958,0.731,0.491,-13.951,0.0344,0.139,2.17e-06,0.0786,0.8909999999999999,102.211,2,0
2959,0.579,0.181,-17.822,0.0281,0.5770000000000001,0.0,0.109,0.415,87.221,2,0
